"geneName","teClass","teFamily","teName","pval"
"ZNF101","LTR","ERV1","HERVP71A-int",2.9839079842
"ZNF101","LTR","ERV1","MER39B",2.87097969874
"ZNF101","LTR","ERV1","MER39",23.8259040627
"ZNF101","LTR","ERV1","HERV9-int",7.38832712006
"ZNF101","LTR","ERV1","HERV9NC-int",9.20198429574
"ZNF101","LTR","ERV1","HERV17-int",1.48507379864
"ZNF101","LTR","ERV1","HERV9N-int",14.3913433265
"ZNF101","LTR","ERV1","HERVIP10B3-int",1.75669730436
"ZNF101","LTR","ERV1","HERVH-int",4.22486119334
"ZNF101","LTR","ERVL-MaLR","MLT1E2",1.68292915717
"ZNF101","LTR","ERVK","HERVK-int",1.35949053355
"ZNF101","LTR","ERVK","HERVK14-int",2.91053348996
"ZNF669","LTR","ERV1","LTR1F2",1.95435791908
"ZNF669","LTR","ERV1","LTR27E",1.6886042898
"ZNF669","LTR","ERV1","LTR12C",3.0862366435
"ZNF669","LTR","ERV1","HERV9-int",124.676593437
"ZNF669","LTR","ERV1","HERV9NC-int",101.036583969
"ZNF669","LTR","ERV1","HERV17-int",141.088847265
"ZNF669","LTR","ERV1","HERV9N-int",38.9526448305
"ZNF669","LTR","ERV1","HUERS-P3-int",2.70227095004
"ZNF669","LTR","ERV1","HUERS-P3b-int",8.51633424518
"ZNF669","LTR","ERV1","MER61-int",2.10430495784
"ZNF669","LTR","ERV1","LTR25-int",2.94348589696
"ZNF669","LTR","ERV1","MER52-int",4.45763182948
"ZNF669","LTR","ERV1","HUERS-P2-int",12.3074449939
"ZNF669","LTR","ERV1","LTR12D",4.77424115638
"ZNF81","LINE","L1","L1MB4",1.51500481292
"ZNF81","LINE","L1","L1MA9",1.95449500914
"ZNF81","LINE","L1","L1MA4A",1.97809923829
"ZNF81","LINE","L1","L1PB1",184.72456331
"ZNF81","LINE","L1","L1PB2",54.2038001867
"ZNF81","LINE","L1","L1M3",2.7640802875
"ZNF81","LINE","L1","L1PB",12.1671643077
"ZNF81","LINE","L1","L1MD",3.31864725931
"ZNF81","LINE","L1","L1MC1",2.15514662096
"ZNF81","LINE","L1","L1MB8",12.4376979231
"ZNF81","LINE","L1","L1MB7",13.1264201916
"ZNF81","LINE","L1","L1MB5",1.43016398344
"ZNF81","LINE","L1","L1M5",10.5612082827
"ZNF81","LINE","L1","L1ME3",26.1890834106
"ZNF81","LINE","L1","L1ME3A",23.4173967918
"ZNF81","LINE","L1","L1ME1",44.3515480827
"ZNF528","LINE","L1","L1PBa",208.740241262
"ZNF528","LINE","L1","L1PB1",144.592008374
"ZNF528","LINE","L1","L1PB2",18.5324232097
"ZNF528","LINE","L1","L1PBa1",8.8710947739
"ZNF528","LTR","ERV1","MER61F",1.62939390258
"ZNF528","LTR","ERVL-MaLR","THE1D-int",1.460843418
"ZNF528","LTR","ERVL-MaLR","THE1B-int",1.72284586805
"ZNF528","LTR","ERVK","MER9a2",1.30376600944
"ZNF528","LTR","ERV1","MER34C2",2.54977686403
"ZNF429","SINE","Alu","AluSx",11.1525144062
"ZNF429","SINE","Alu","AluSg",2.09081357309
"ZNF429","SINE","Alu","AluSx1",8.3149745625
"ZNF429","SINE","Alu","AluSx3",1.97744677846
"ZNF429","SINE","Alu","AluSg4",2.67951851767
"ZNF429","SINE","Alu","AluSc",2.53984140497
"ZNF429","SINE","Alu","AluSz",13.176503219
"ZNF429","SINE","Alu","AluSz6",6.73024529978
"ZNF429","DNA","hAT-Charlie","Charlie3",1.7878520675
"ZNF429","LINE","L1","L1MB4",2.27784940273
"ZNF429","LINE","L1","L1MA4A",1.3040255725
"ZNF429","LINE","L1","L1PBa",28.3544420936
"ZNF429","LINE","L1","L1PA16",70.3605626338
"ZNF429","LINE","L1","L1PA15",6.9981216945
"ZNF429","LINE","L1","L1PB1",77.8818680777
"ZNF429","LINE","L1","L1MB8",2.6916639029
"ZNF429","LINE","L1","L1MB7",4.88174748487
"ZNF429","LTR","ERVL","LTR18A",4.63059295513
"ZNF429","LINE","L1","L1PBa1",103.497342184
"ZNF429","LTR","ERV1","LTR25",4.60842349841
"ZNF429","LTR","ERV1","LTR1D",2.01311849825
"ZNF429","LTR","ERVL-MaLR","THE1-int",1.75547361487
"ZNF429","LTR","ERV1","MER52-int",2.68153926506
"ZNF429","LTR","ERV1","HERVH-int",2.5087657899
"ZNF429","LTR","ERVK","LTR14B",4.43647901255
"ZNF479","LTR","ERVL-MaLR","MLT1G",30.1883091615
"ZNF479","LTR","ERVL-MaLR","MLT1G3",13.7602518279
"ZNF479","LTR","ERV1","MER57A1",3.24423491506
"ZNF479","LTR","ERVL","MER77B",3.54853471208
"ZNF479","LTR","ERVL-MaLR","MLT1F-int",2.01578778987
"ZNF479","LTR","ERVL-MaLR","MLT1F1-int",1.30103352362
"ZNF479","LTR","ERV1","MER4CL34",1.46531782046
"ZNF479","LTR","ERV1","LTR8",5.15847843727
"ZNF479","LINE","L1","L1P3",1.95281376055
"ZNF479","LINE","L1","L1PB1",166.268828759
"ZNF479","LINE","L1","L1PB2",33.5059605793
"ZNF479","LTR","ERV1","MER52A",5.23141580884
"ZNF479","LTR","ERV1","MER52C",5.17376826581
"ZNF479","LTR","ERV1","LTR71B",2.44638470578
"ZNF479","LTR","ERVL","MER68",47.8715137599
"ZNF479","LTR","ERV1","MER4A1_",118.203674558
"ZNF479","LTR","ERV1","MER4A",64.3864982238
"ZNF479","LTR","ERV1","MER4A1",21.3594671869
"ZNF479","LTR","ERV1","LTR12C",180.810730563
"ZNF479","DNA","TcMar-Tigger","Tigger1",137.70109806
"ZNF479","LTR","ERV1","LTR12E",11.3797908496
"ZNF479","LTR","Gypsy","MamGypLTR3a",4.20782625615
"ZNF479","LTR","ERVK","LTR13_",1.53370762026
"ZNF479","LTR","ERVK","LTR13",4.21681098547
"ZNF479","LTR","ERVL-MaLR","THE1C-int",6.32916120054
"ZNF479","LTR","ERVL-MaLR","THE1A-int",1.81869249032
"ZNF479","LTR","ERVL-MaLR","MSTA-int",4.510269985
"ZNF479","LTR","ERVL-MaLR","THE1B-int",15.4263285977
"ZNF479","LTR","ERV1","HUERS-P3-int",1.33200272714
"ZNF479","LTR","ERV1","MER52-int",1.87138451188
"ZNF479","LTR","ERV1","HERVIP10FH-int",5.14963833581
"ZNF479","LTR","ERV1","LTR12D",3.67432803564
"ZNF479","LTR","ERV1","Harlequin-int",1.51962391173
"ZNF479","LTR","ERVL-MaLR","MLT1J2",3.18662158873
"ZNF479","LTR","ERVK","HERVK9-int",5.09210622294
"ZNF479","LTR","ERVK","LTR14A",1.95181881844
"ZNF627","DNA","TcMar-Tigger","Tigger1",319.942227513
"ZNF627","LTR","ERVK","MER9a3",2.13561495147
"ZNF627","LTR","ERV1","MER34C2",12.4393550806
"ZFP57","LTR","ERVL-MaLR","MLT1G1",1.48842873452
"ZFP57","DNA","hAT-Charlie","Charlie3",1.53549945079
"ZFP57","LTR","ERV1","MER57D",5.29317132488
"ZFP57","LTR","ERV1","MER57C2",2.04251731877
"ZFP57","LTR","ERV1","MER49",1.70613857404
"ZFP57","LTR","ERVL-MaLR","THE1A",1.54933530075
"ZFP57","LTR","ERV1","LTR31",1.4769602462
"ZFP57","LTR","ERV1","LTR10B1",3.17712460949
"ZFP57","LTR","ERV1","LTR10G",6.57760711509
"ZFP57","LTR","ERV1","LTR10F",1.8399767004
"ZFP57","LTR","ERV1","LTR27E",4.34512447196
"ZFP57","LTR","ERV1","MER52D",2.74024106407
"ZFP57","LTR","ERV1","LTR12C",48.8812867391
"ZFP57","DNA","TcMar-Tigger","Tigger1",10.1540937939
"ZFP57","LTR","ERV1","LTR12E",4.15386052102
"ZFP57","LTR","ERV1","LOR1b",3.79627380638
"ZFP57","LTR","ERVK","LTR13",1.91390635395
"ZFP57","LTR","ERV1","HERVIP10B3-int",1.70858408531
"ZFP57","LTR","ERV1","LTR12D",21.6047085674
"ZFP57","LTR","ERV1","HERVH-int",20.3231907733
"ZFP57","DNA","PiggyBac","MER75",3.66534770653
"ZFP57","Retroposon","SVA","SVA_B",16.5964204855
"ZFP57","Retroposon","SVA","SVA_A",4.3009576641
"ZFP57","Retroposon","SVA","SVA_F",1.46365931508
"ZFP57","LTR","ERV1","LTR17",45.6824854447
"ZFP57","LTR","ERVK","LTR5B",1.33946072423
"ZFP57","LTR","ERVK","HERVK14-int",2.54461723199
"ZNF211","LINE","L1","L1MA6",1.48068179101
"ZNF211","LINE","L1","L1MEc",1.81068967606
"ZNF211","LINE","L1","L1MCa",6.43287096931
"ZNF211","LINE","L1","L1PA8A",2.62296985882
"ZNF211","LINE","L1","L1PB1",10.2765887897
"ZNF211","LINE","L1","L1PB2",2.9722367549
"ZNF211","LINE","L1","L1M3",2.34357876836
"ZNF211","LINE","L1","L1MC",1.50819493277
"ZNF211","LTR","ERV1","MER34A",67.9958857526
"ZNF433","LINE","L1","L1PA13",34.127484097
"ZNF433","LINE","L1","L1PA14",24.6628956015
"ZNF433","LINE","L1","L1PA15",62.7866906219
"ZNF433","LINE","L1","L1PREC2",100.3868149
"ZNF433","LINE","L1","L1PA12",11.7320430147
"ZNF433","LTR","ERV1","MER4-int",1.421116
"ZNF433","LTR","ERV1","HUERS-P3-int",2.91667679262
"ZNF433","LTR","ERVK","MER11A",319.942227513
"ZNF440","LTR","ERV1","LTR54B",4.66644676062
"ZNF440","LTR","ERVL-MaLR","MSTB1",1.41970664525
"ZNF440","LINE","L1","L1M4b",9.21876315036
"ZNF440","LINE","L1","L1PA14",15.1165836067
"ZNF440","LINE","L1","L1PB1",4.64611152216
"ZNF440","LTR","ERVL","LTR18A",4.10905337051
"ZNF440","LTR","ERV1","LTR10B2",1.40588752274
"ZNF440","LTR","ERV1","LTR10B1",2.67207701775
"ZNF440","LTR","ERV1","MER4A1",15.5612090822
"ZNF440","LTR","Gypsy","MamGypLTR3",1.69018252746
"ZNF440","LTR","ERVK","LTR13",38.9459471617
"ZNF440","LTR","ERV1","MER4-int",10.3565787444
"ZNF440","LTR","ERV1","LTR12D",1.32107404054
"ZNF440","LTR","ERVL","LTR41B",2.32456798504
"ZNF440","LTR","ERVK","HERVK9-int",121.820225035
"ZNF440","LTR","ERVK","MER11A",319.942227513
"ZNF440","LTR","ERVK","LTR5B",3.49315743639
"ZNF468","LTR","ERV1","MER72",1.93938150173
"ZNF468","LTR","ERV1","LTR28C",4.55886598072
"ZNF468","LTR","ERV1","LTR12E",1.43708239681
"ZNF468","LTR","ERVL-MaLR","THE1C-int",1.38564701433
"ZNF468","LTR","ERVL-MaLR","THE1A-int",1.42552376878
"ZNF468","LTR","ERVL-MaLR","THE1B-int",5.31250003599
"ZNF468","LTR","ERV1","HUERS-P2-int",1.48216875965
"ZNF468","Retroposon","SVA","SVA_B",3.85744964519
"ZNF468","Retroposon","SVA","SVA_A",3.22257507949
"ZNF468","Retroposon","SVA","SVA_D",12.5356796188
"ZNF468","Retroposon","SVA","SVA_F",15.4471952777
"ZNF468","LTR","ERVK","HERVK9-int",4.81784373462
"ZNF468","LTR","ERV1","LTR7B",1.38967497193
"ZNF468","LTR","ERV1","LTR7Y",2.10599570559
"ZNF468","LTR","ERVK","MER11A",319.942227513
"ZNF468","LTR","ERV1","LTR17",203.353948588
"ZNF808","LTR","ERVL","MER74B",1.89440426274
"ZNF808","LTR","ERVK","MER11B",319.942227513
"ZNF808","LTR","ERVK","MER11C",319.942227513
"ZNF808","LTR","ERV1","LTR7B",319.942227513
"ZNF808","LTR","ERV1","LTR7Y",137.021476342
"ZNF808","LTR","ERVK","MER11A",319.942227513
"ZNF808","DNA","TcMar-Tigger","Tigger17a",1.87115169172
"ZNF525","LTR","ERVK","MER11B",319.942227513
"ZNF525","LTR","ERVK","MER11C",319.942227513
"ZNF525","LTR","ERVK","MER11A",6.38482515053
"ZIK1","LTR","ERVL-MaLR","MLT1F2",2.19688096313
"ZIK1","LTR","ERVL-MaLR","MLT1E1",2.76027203276
"ZIK1","DNA","TcMar-Mariner","MADE1",55.5059933723
"ZIK1","SINE","Alu","AluSx",1.7765916069
"ZIK1","LINE","L1","L1MCc",1.66587462186
"ZIK1","LINE","L1","L1P4",1.53532000057
"ZIK1","LINE","L1","L1MC1",7.50615227341
"ZIK1","LTR","ERV1","MER52C",1.39153097067
"ZIK1","LINE","L1","L1MC4a",1.55743831774
"ZIK1","LTR","ERVL","LTR41B",1.32498203061
"ZIK1","LTR","ERVL-MaLR","MLT1J1",1.63343609224
"ZIK1","LTR","ERVK","MER11A",5.194022593
"ZNF547","LTR","ERV1","MER72",3.14007355249
"ZNF547","LTR","ERV1","LTR10G",4.56681083962
"ZNF547","LTR","ERVL-MaLR","MSTD-int",32.2662508537
"ZNF547","DNA","TcMar-Tigger","Tigger4",158.182431457
"ZNF547","LTR","ERVL-MaLR","MSTB-int",3.84388656761
"ZNF547","LTR","ERVL-MaLR","MSTB1-int",1.99704749864
"ZNF547","LTR","ERVL-MaLR","MST-int",6.9436963167
"ZNF547","LTR","ERVL-MaLR","MSTC-int",8.11975606623
"ZNF547","LTR","ERV1","HUERS-P3b-int",3.12395592801
"ZNF547","LTR","ERV1","HERVIP10B3-int",9.84799228115
"ZNF547","LTR","ERVL","LTR41",1.87664714419
"ZNF547","LTR","ERVK","MER11A",13.8814243946
"ZNF891","LTR","ERVL-MaLR","MLT1A",1.35445383888
"ZNF891","LTR","ERV1","MER61C",1.89032032401
"ZNF891","LTR","ERVK","LTR13",1.45065629186
"ZNF891","LTR","ERVL","LTR33B",34.1898219798
"ZNF891","LTR","ERVL","LTR67B",2.2135178815
"ZNF891","LTR","ERVK","LTR14B",3.78923042918
"ZNF891","LTR","ERVL-MaLR","MLT1B",1.55587456818
"ZNF431","LTR","ERVL-MaLR","THE1B",1.64021284354
"ZNF431","LTR","ERV1","LTR8B",2.35705448875
"ZNF431","LTR","ERV1","MER65C",1.50601205905
"ZNF431","LTR","ERVL","LTR33A",2.47423487349
"ZNF431","LTR","ERVL","LTR33B",28.1929915926
"ZNF431","LTR","ERVK","LTR14B",1.68148895662
"ZNF33B","LTR","ERV1","HUERS-P1-int",1.48341761932
"ZNF33B","LTR","ERVL","LTR50",21.9932791845
"ZNF33B","LTR","ERVL","LTR33A",134.874326815
"ZNF33B","LTR","ERVL","LTR33B",13.2674900857
"ZNF33B","LTR","ERVL","LTR67B",14.7436620673
"ZNF684","LTR","ERVL-MaLR","MLT1H",1.44577405172
"ZNF684","LTR","ERVL","LTR33",1.56989661047
"ZNF684","LTR","ERVL","LTR16B1",2.37625874549
"ZNF684","LTR","ERVL","LTR18A",1.81573778644
"ZNF684","LTR","ERV1","LTR28B",1.43444625507
"ZNF684","LTR","ERV1","HUERS-P3-int",2.34613440329
"ZNF684","LTR","ERV1","MER41B",25.2662270227
"ZNF684","LTR","ERVL","LTR41",9.24820396951
"ZNF684","LTR","ERVL","LTR41C",4.60738534177
"ZNF684","LTR","ERVL","LTR33A",2.059481462
"ZNF684","LTR","ERVL","LTR33B",2.34664742905
"ZNF684","LTR","ERVL-MaLR","MLT1N2",1.37322384076
"ZNF684","LTR","ERVK","MER11B",9.101825759
"ZNF684","LTR","ERVK","MER11C",3.26392928766
"ZNF573","LTR","ERVK","LTR22A",1.46112047082
"ZNF573","LTR","ERVL-MaLR","MLT1G",1.80102349822
"ZNF573","LTR","ERVL-MaLR","MLT1F1-int",1.43390421423
"ZNF573","LTR","ERV1","LTR10B1",1.52231237051
"ZNF573","LTR","ERV1","LTR1A2",4.08496197813
"ZNF573","LTR","ERV1","MER66D",1.36630053551
"ZNF573","LTR","ERVL","LTR41",85.4531801349
"ZNF573","LTR","ERVL","LTR41C",69.36136925
"ZNF573","LTR","ERVL","LTR41B",57.4848278689
"ZNF573","LTR","ERVL","LTR50",34.4225850017
"ZNF573","LTR","ERVL","LTR33A",3.3982754596
"ZNF573","LTR","ERVL-MaLR","MLT1C2",8.82233049749
"ZNF320","LTR","ERVL-MaLR","MSTB1",18.6001489799
"ZNF320","LTR","ERVL-MaLR","MSTB",23.3497484879
"ZNF320","LTR","ERVL-MaLR","MSTB2",14.013972453
"ZNF320","LTR","ERVL-MaLR","MSTA",2.90633233436
"ZNF320","LTR","ERVL","MER54A",3.90933639887
"ZNF320","LINE","L1","L1MA9",1.48269865411
"ZNF320","LTR","ERV1","LTR1A1",1.87079142036
"ZNF320","LTR","ERV1","LTR12C",2.60743962976
"ZNF320","LTR","ERV1","LTR25-int",1.50829305648
"ZNF320","LTR","ERVK","MER9a3",5.6342571953
"ZNF320","LTR","ERVK","LTR14",5.2987892179
"ZNF320","LTR","ERVK","LTR14A",153.36634346
"ZNF320","LTR","ERVK","LTR14B",319.942227513
"ZNF320","LTR","ERVK","LTR5B",1.6015903174
"ZNF320","LTR","ERVK","LTR5_Hs",3.22200203167
"ZNF790","LTR","ERVL","LTR33",41.5862786379
"ZNF790","LINE","L1","L1MEb",1.64319014411
"ZNF790","LINE","L1","L1M7",1.3978416342
"ZNF790","LTR","ERVL","LTR41",1.84427711108
"ZNF132","LTR","ERVL","LTR16B",28.6168690581
"ZNF132","LTR","ERVL","LTR16B1",113.26209497
"ZNF132","LTR","ERVL","LTR16B2",25.9284839533
"ZNF132","LTR","ERV1","LTR1A1",1.34341448328
"ZNF530","LTR","ERV1","LTR10G",1.7557274999
"ZNF530","LTR","ERVL-MaLR","THE1C-int",3.60229294552
"ZNF530","LTR","ERVL-MaLR","THE1D-int",1.56294061878
"ZNF530","LTR","ERVL-MaLR","MSTA-int",1.97670763733
"ZNF530","LTR","ERVL-MaLR","THE1B-int",3.32037909245
"ZNF530","LTR","ERV1","LTR48",131.538128864
"ZNF530","LTR","ERV1","MER34C2",40.8078572299
"ZNF300","SINE","Alu","AluYc",2.30415630791
"ZNF300","LINE","L1","L1P4",1.48323861431
"ZNF300","LTR","ERV1","LTR17",2.58116924231
"ZNF300","DNA","hAT-Charlie","Charlie1a",35.7027392509
"ZNF79","LINE","L1","L1MEb",1.56954619483
"ZNF79","DNA","hAT-Tip100","MamTip2",21.621512252
"ZNF555","LINE","L1","L1MCa",1.57327960513
"ZNF555","LTR","ERVL","LTR18A",1.64783631074
"ZNF555","DNA","TcMar-Tigger","Tigger17a",225.564680648
"ZNF778","LTR","ERVL-MaLR","MLT1A0",17.6752413196
"ZNF778","LTR","ERVL-MaLR","MLT1A",1.86670084063
"ZNF778","LTR","ERVL-MaLR","MSTD",319.942227513
"ZNF778","LTR","ERVL-MaLR","MLT1A1",49.9659647067
"ZNF778","LTR","ERVL-MaLR","MSTC",186.542117532
"ZNF778","LTR","ERVK","LTR13",33.8533566827
"ZNF564","LTR","ERVL-MaLR","MSTB1",1.87876763358
"ZNF564","LTR","ERVL-MaLR","MSTB2",74.3878379547
"ZNF564","LTR","ERVL-MaLR","MSTA1",8.41755609978
"ZNF564","LTR","ERVL-MaLR","MLT1A0",206.319895118
"ZNF564","LTR","ERVL-MaLR","MLT1A",30.1747277336
"ZNF564","LTR","ERVL-MaLR","MSTD",319.942227513
"ZNF564","LTR","ERVL-MaLR","MLT1A1",95.4672565684
"ZNF564","LTR","ERVL-MaLR","MSTC",34.306311188
"ZNF564","LTR","ERVL-MaLR","MLT1B",1.52177919974
"ZNF264","LTR","ERVL-MaLR","MLT1A0",101.819041047
"ZNF264","LTR","ERVL-MaLR","MLT1A",35.9856332422
"ZNF264","LTR","ERVL-MaLR","MLT1B",6.94562697546
"ZNF266","LTR","ERVL-MaLR","MLT1E1A",2.06067559576
"ZNF266","LTR","ERVL-MaLR","MLT1F1",2.24520445199
"ZNF266","LTR","ERVL-MaLR","MLT1G3",1.60083452489
"ZNF266","LTR","ERV1","LTR26",1.94617343723
"ZNF266","LTR","ERVL","MER54A",75.6389207955
"ZNF266","LTR","ERVL","MER74A",130.168692125
"ZNF266","LTR","ERVL","MER74B",33.8108924261
"ZNF266","LTR","ERVL-MaLR","MLT1A0",56.7209460268
"ZNF266","LTR","ERVL-MaLR","MLT1A1",3.08819210453
"ZNF266","LTR","ERVK","LTR13",4.20640621041
"ZNF266","LTR","ERVL","MER70A",8.08579350602
"ZNF266","LTR","ERVL","MER70B",3.75743264778
"ZNF805","LINE","L1","L1MCc",2.20099598783
"ZNF805","LTR","ERVL-MaLR","MLT1C2",49.1077534252
"ZNF805","LTR","ERVL-MaLR","MLT1D",65.9824897981
"ZNF805","LTR","ERVL-MaLR","MLT1B",3.76876168037
"ZNF548","LTR","ERVL-MaLR","MLT1B",64.15768894
"ZNF283","LTR","ERVL-MaLR","MLT1H2",28.4261290627
"ZNF283","LTR","ERVL-MaLR","MLT1H",319.942227513
"ZNF283","LTR","ERVL-MaLR","THE1C",3.42069869359
"ZNF283","LTR","ERVL-MaLR","THE1D",2.11370699818
"ZNF283","LTR","ERVL-MaLR","THE1B",5.19682102342
"ZNF283","LTR","ERVL","MER74A",1.45552579777
"ZNF283","LTR","ERV1","MER52C",1.45169365684
"ZNF283","LTR","ERVL","LTR41B",2.2848150328
"ZNF331","LTR","ERVL-MaLR","MLT1F",6.79990336127
"ZNF331","LTR","ERVL-MaLR","MLT1F1",6.65175310699
"ZNF331","LTR","ERVL-MaLR","MLT1G",22.1286550017
"ZNF331","LTR","ERVL-MaLR","MLT1G3",31.2596908337
"ZNF331","LTR","ERVL-MaLR","MLT1G1",91.9414853127
"ZNF331","LTR","ERVL-MaLR","MLT1H1",297.514505064
"ZNF331","LTR","ERVL-MaLR","MLT1H2",250.192750161
"ZNF331","LTR","ERVL-MaLR","MLT1H",319.942227513
"ZNF565","LTR","ERVL-MaLR","MLT1F2",2.14409855061
"ZNF565","LTR","ERVL-MaLR","MLT1F",157.225728743
"ZNF565","LTR","ERVL-MaLR","MLT1F1",85.5681103908
"ZNF565","LTR","ERVL-MaLR","MLT1G",241.345857856
"ZNF565","LTR","ERVL-MaLR","MLT1G3",209.681024065
"ZNF565","LTR","ERVL-MaLR","MLT1G1",319.942227513
"ZNF565","LTR","ERVL-MaLR","MLT1H1",25.3539647974
"ZNF565","LTR","ERVL-MaLR","MLT1H2",8.33681739308
"ZNF565","LINE","L1","L1M7",10.3447254491
"ZNF565","LTR","ERV1","LTR9",3.07708923227
"ZNF304","LTR","ERVL-MaLR","MLT1F2",319.942227513
"ZNF304","LTR","ERVL-MaLR","MLT1E1A",149.177110965
"ZNF304","LTR","ERVL-MaLR","MLT1E1",39.2493162317
"ZNF304","LTR","ERVL-MaLR","MLT1F",316.160414641
"ZNF304","LTR","ERVL-MaLR","MLT1F1",259.184305781
"ZNF304","LTR","ERVL-MaLR","MLT1G3",1.83535221281
"ZNF304","LTR","ERVL-MaLR","MLT1H1",2.32830016572
"ZNF304","LTR","ERV1","LTR8A",3.43722618451
"ZNF304","LTR","ERVL-MaLR","MLT1E2",2.03599914278
"ZNF181","LTR","ERVL-MaLR","MLT1E1A",9.52602446498
"ZNF181","LTR","ERVL-MaLR","MLT1E1",4.30544190054
"ZNF181","LTR","ERVL","LTR18A",2.71159124192
"ZNF181","LTR","ERVL-MaLR","MLT1E2",44.7851210651
"ZNF383","LTR","ERV1","LTR27E",1.34020660946
"ZNF383","LTR","ERVL-MaLR","MLT1L",2.15526615513
"ZNF383","LTR","ERVL-MaLR","MLT1J",93.4238331191
"ZNF383","LTR","ERVL-MaLR","MLT1J1",8.686905038
"ZNF383","LTR","ERVL-MaLR","MLT1J2",97.1527905873
"ZNF383","Retroposon","SVA","SVA_F",1.68047622139
"ZNF333","LTR","ERVL-MaLR","MLT1G",2.84287427366
"ZNF333","LTR","ERVL-MaLR","MLT1H2",3.81911781553
"ZNF333","LTR","ERVL-MaLR","MLT1H",16.7690730952
"ZNF333","LTR","ERVK","LTR13_",10.8693380596
"ZNF333","LTR","ERVL-MaLR","MLT1J",5.61810601722
"ZNF333","LTR","ERVL-MaLR","MLT1J1",44.7639003551
"ZNF333","LTR","ERVL-MaLR","MLT1J2",175.759702488
"ZNF333","LTR","ERVL-MaLR","MLT1I",14.9760018429
"ZNF566","LTR","ERV1","MER66C",1.45876914648
"ZNF566","LTR","ERVL-MaLR","MLT1L",8.7702831419
"ZNF566","LTR","ERVL-MaLR","MLT1N2",35.4492172898
"ZNF566","LTR","ERVL","LTR67B",75.4417606735
"ZNF566","LTR","ERVL-MaLR","MLT1J",111.099940894
"ZNF566","LTR","ERVL-MaLR","MLT1J1",3.81748779949
"ZNF566","LTR","ERVL-MaLR","MLT1J2",6.82051761512
"ZIM3","LTR","ERVL-MaLR","MLT1E1A",8.30814260609
"ZIM3","LTR","ERVL-MaLR","MLT1E1",3.79654522257
"ZIM3","LTR","ERV1","MER57D",1.78625261694
"ZIM3","LTR","ERV1","MER57E1",3.98749266924
"ZIM3","LTR","ERVL-MaLR","MLT1H-int",1.73474205843
"ZIM3","LTR","ERVL-MaLR","THE1A",6.48002968438
"ZIM3","LTR","ERV1","LTR8B",2.0542834497
"ZIM3","LTR","ERVL-MaLR","MSTC",2.01267326473
"ZIM3","LINE","L1","L1M4a2",1.9809070083
"ZIM3","LINE","L1","L1M4b",1.50804764762
"ZIM3","LINE","L1","L1MA5",1.92245787012
"ZIM3","LINE","L1","L1M2",2.95786301745
"ZIM3","LINE","L1","L1MA4A",2.80201600449
"ZIM3","LINE","L1","L1MA4",2.29034824995
"ZIM3","LINE","L1","L1M3c",1.55690164298
"ZIM3","LINE","L1","L1M2a",5.31200642158
"ZIM3","LINE","L1","L1M2c",1.81404352908
"ZIM3","LINE","L1","L1M1",6.520806576
"ZIM3","LINE","L1","L1MDa",15.6699428867
"ZIM3","LINE","L1","L1M3f",9.79017472772
"ZIM3","LINE","L1","L1MCc",9.06493780839
"ZIM3","LINE","L1","L1MEf",5.77760528158
"ZIM3","LINE","L1","L1MEg",5.32250378812
"ZIM3","LINE","L1","L1MEc",16.7273510607
"ZIM3","LINE","L1","L1MCa",8.4548688323
"ZIM3","LINE","L1","L1MEb",2.04287626924
"ZIM3","LINE","L1","L1PA8A",3.24136682566
"ZIM3","LINE","L1","L1PA10",4.25946094313
"ZIM3","LINE","L1","HAL1M8",3.03720128181
"ZIM3","LINE","L1","L1MEd",5.50490088848
"ZIM3","LINE","L1","L1PA15-16",1.89045289479
"ZIM3","LINE","L1","HAL1",7.18947049675
"ZIM3","LTR","ERVL","LTR41",2.31221035537
"ZIM3","LTR","ERVL","LTR33A",2.45030385454
"ZIM3","LTR","ERVL","MER70A",18.8351017408
"ZIM3","LTR","ERVL","MER70B",5.84353333385
"ZIM3","DNA","PiggyBac","MER75",38.2670994728
"ZIM3","LTR","ERVL-MaLR","MLT1L",152.731438516
"ZIM3","LTR","ERVL-MaLR","MLT1O",29.1719592017
"ZIM3","LTR","ERVL-MaLR","MLT1N2",51.0771914007
"ZIM3","LTR","ERVL-MaLR","MLT1K",45.9040974143
"ZIM3","LTR","ERVL","LTR67B",4.67982826923
"ZIM3","LTR","ERVL-MaLR","MLT1J",47.4193437264
"ZIM3","LTR","ERVL-MaLR","MLT1E2",13.095187258
"ZIM3","LTR","ERVL-MaLR","MLT1D",5.17182022172
"ZIM3","LTR","ERV1","LTR17",8.30584136759
"ZIM3","DNA","TcMar-Tigger","Tigger17a",6.16586469874
"ZNF12","LTR","ERVL-MaLR","MLT1H",1.48738572824
"ZNF12","LTR","ERVL-MaLR","MLT1A0",6.5371361685
"ZNF12","LTR","ERVL-MaLR","MLT1A",3.1003080691
"ZNF12","LTR","ERVL-MaLR","MLT1J",3.44304622491
"ZNF12","LTR","ERVL-MaLR","MLT1C2",5.9172536193
"ZNF12","LTR","ERVL-MaLR","MLT1D",10.0663065696
"ZNF12","LTR","ERVL-MaLR","MLT1J1",4.82511913719
"ZNF12","LTR","ERVL-MaLR","MLT1J2",54.0930208754
"ZNF12","LTR","ERVL-MaLR","MLT1I",275.101470569
